Link,Pilseta,Zemes Tips,Zemes Numurs,Datums,Datu iev.,Cena EUR,Cena m2,Platiba Daudzums,Platiba Mervieniba,Adrese
https://www.ss.com/msg/lv/real-estate/plots-and-lands/preili-and-reg/pelecu-pag/bmflkl.html,Preiļi un raj.,Lauksaimniecības zeme,76560060188,['Datums: 24.10.2022 14:44'],11/28/2022,12000,0.29,4.2,ha.,Bumbieres
https://www.ss.com/msg/lv/real-estate/plots-and-lands/dobele-and-reg/dobele/agfcf.html,Dobele un raj.,Zeme privātmājas būvēšanai,46720090452,['Datums: 23.10.2022 13:53'],11/28/2022,11980,9.75,1229,m²,Parūķis/pokaiņi 452
https://www.ss.com/msg/lv/real-estate/plots-and-lands/tukums-and-reg/engures-pag/fbkkl.html,Tukums un raj.,Zeme privātmājas būvēšanai,88780030635,['Datums: 15.11.2022 09:12'],11/28/2022,11900,6.8,1750,m²,Priežu 1
https://www.ss.com/msg/lv/real-estate/plots-and-lands/jekabpils-and-reg/krustpils-pag/elccm.html,Jēkabpils un raj.,"Vasarnīcas zemes gabals, dārzs",56680030065/66,['Datums: 23.11.2022 00:10'],11/28/2022,11500,6.25,1840,m²,"Meždārzi 77, 78"
https://www.ss.com/msg/lv/real-estate/plots-and-lands/aizkraukle-and-reg/kokneses-pag/gkphk.html,Aizkraukle un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 18.10.2022 21:35'],11/28/2022,11500,4.87,2359,m²,Viršu iela
https://www.ss.com/msg/lv/real-estate/plots-and-lands/valka-and-reg/smiltenes-pag/ipjil.html,Valka un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 20.11.2022 15:57'],11/28/2022,11500,1.64,7000,m²,Kaikas 100
https://www.ss.com/msg/lv/real-estate/plots-and-lands/preili-and-reg/livani/kojec.html,Preiļi un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 13.11.2022 08:54'],11/28/2022,11100,17.9,620,m²,Krustpils 30
https://www.ss.com/msg/lv/real-estate/plots-and-lands/other/eedxn.html,Cits,Zemes gabals ciemata,NA,['Datums: 28.11.2022 16:05'],11/28/2022,11000,18.33,600,m²,Salaspils l. t.
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ludza-and-reg/zilupe/mgdnn.html,Ludza un raj.,Cits,68170030143,['Datums: 28.11.2022 16:19'],11/28/2022,11000,5.5,0.2,ha.,Domes 33
https://www.ss.com/msg/lv/real-estate/plots-and-lands/aizkraukle-and-reg/jaunjelgava/aifhk.html,Aizkraukle un raj.,Zeme privātmājas būvēšanai,3207-002-0240,['Datums: 20.10.2022 11:59'],11/28/2022,10550,3.74,2822,m²,Meža iela 9a
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ogre-and-reg/lielvarde/anhco.html,Ogre un raj.,Zeme privātmājas būvēšanai,74330020500,['Datums: 19.11.2022 21:53'],11/28/2022,10500,1.05,1,ha.,Martas iela 9
https://www.ss.com/msg/lv/real-estate/plots-and-lands/dobele-and-reg/krimunu-pag/bxlhll.html,Dobele un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 14.10.2022 21:47'],11/28/2022,10350,8.63,1200,m²,Pokaiņi 402
https://www.ss.com/msg/lv/real-estate/plots-and-lands/tukums-and-reg/tukums/bbcjp.html,Tukums un raj.,Zeme privātmājas būvēšanai,90010040452,['Datums: 27.11.2022 21:07'],11/28/2022,10000,20.41,490,m²,Kalna 1
https://www.ss.com/msg/lv/real-estate/plots-and-lands/dobele-and-reg/dobele/cjxgh.html,Dobele un raj.,Zeme privātmājas būvēšanai,46720020038,['Datums: 13.11.2022 20:16'],11/28/2022,10000,8.32,1202,m²,Kraujiņas
https://www.ss.com/msg/lv/real-estate/plots-and-lands/daugavpils-and-reg/skrudalienas-pag/iifkf.html,Daugavpils un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 17.11.2022 17:29'],11/28/2022,10000,7.39,1353,m²,Silenes 1
https://www.ss.com/msg/lv/real-estate/plots-and-lands/valmiera-and-reg/rujiena/ecpme.html,Valmiera un raj.,Zeme privātmājas būvēšanai,9615030501,['Datums: 19.11.2022 14:37'],11/28/2022,10000,1.83,5459,m²,Skolas iela 54
https://www.ss.com/msg/lv/real-estate/plots-and-lands/balvi-and-reg/balvi/jbxbm.html,Balvi un raj.,Cits,38580080069,['Datums: 06.11.2022 12:50'],11/28/2022,10000,1.82,0.55,ha.,Kubuli pag akači
https://www.ss.com/msg/lv/real-estate/plots-and-lands/aizkraukle-and-reg/aizkraukles/fefpf.html,Aizkraukle un raj.,Cits,32840020129,['Datums: 24.11.2022 10:51'],11/28/2022,10000,1.43,0.7,ha.,Ceļinieki 2
https://www.ss.com/msg/lv/real-estate/plots-and-lands/rezekne-and-reg/rezekne/ndjeb.html,Rēzekne un raj.,"Autostāvvietu, garāžu būvēšanai",NA,['Datums: 08.11.2022 16:33'],11/28/2022,10000,1.12,8903,m²,Maskavas
https://www.ss.com/msg/lv/real-estate/plots-and-lands/daugavpils-and-reg/medumu-pag/jmfmb.html,Daugavpils un raj.,Cits,NA,['Datums: 11.11.2022 19:14'],11/28/2022,10000,0.41,2.41,ha.,Nav
https://www.ss.com/msg/lv/real-estate/plots-and-lands/preili-and-reg/pelecu-pag/adkbo.html,Preiļi un raj.,Lauksaimniecības zeme,76560050136,['Datums: 24.10.2022 14:45'],11/28/2022,10000,0.34,2.9,ha.,Mazie kalni
https://www.ss.com/msg/lv/real-estate/plots-and-lands/daugavpils-and-reg/demenes-pag/aachi.html,Daugavpils un raj.,Lauksaimniecības zeme,44500060227,['Datums: 21.11.2022 12:12'],11/28/2022,10000,0.33,3,ha.,Baltegle plus
https://www.ss.com/msg/lv/real-estate/plots-and-lands/valka-and-reg/smiltene/bxobk.html,Valka un raj.,Lauksaimniecības zeme,94800030149,['Datums: 12.10.2022 21:44'],11/28/2022,10000,0.33,3,ha.,Zeme
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ludza-and-reg/malnavas-pag/hlmie.html,Ludza un raj.,Lauksaimniecības zeme,68680060081,['Datums: 06.10.2022 15:27'],11/28/2022,10000,0.27,3.7,ha.,Maldas 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/daugavpils-and-reg/naujenes-pag/ajbjg.html,Daugavpils un raj.,Lauksaimniecības zeme,44740070418,['Datums: 14.11.2022 19:42'],11/28/2022,10000,0.25,4,ha.,На берегу
https://www.ss.com/msg/lv/real-estate/plots-and-lands/daugavpils-and-reg/naujenes-pag/bccic.html,Daugavpils un raj.,Lauksaimniecības zeme,NA,['Datums: 25.11.2022 12:38'],11/28/2022,9900,0.33,3,ha.,Dinaburgas pilsdrupa 2
https://www.ss.com/msg/lv/real-estate/plots-and-lands/cesis-and-reg/cesis/hppci.html,Cēsis un raj.,Lauksaimniecības zeme,42600030265,['Datums: 28.11.2022 11:30'],11/28/2022,9500,2.66,3566,m²,Transformators
https://www.ss.com/msg/lv/real-estate/plots-and-lands/rezekne-and-reg/nautrenu-pag/dbgnh.html,Rēzekne un raj.,Lauksaimniecības zeme,68760050424,['Datums: 26.10.2022 20:56'],11/28/2022,9500,0.32,3,ha.,Jaundiždadži 1
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ludza-and-reg/ludza/bbgin.html,Ludza un raj.,Zeme privātmājas būvēšanai,6801- 007- 0062,['Datums: 15.11.2022 10:10'],11/28/2022,9400,2.05,4586,m²,Krāslavas iela 15a
https://www.ss.com/msg/lv/real-estate/plots-and-lands/balvi-and-reg/balvi/dpbfp.html,Balvi un raj.,Zeme privātmājas būvēšanai,38010040295,['Datums: 10.10.2022 16:31'],11/28/2022,9350,5.5,1701,m²,Mazā 8
https://www.ss.com/msg/lv/real-estate/plots-and-lands/rezekne-and-reg/griskanu-pag/addhe.html,Rēzekne un raj.,Zeme privātmājas būvēšanai,7856 004 0110,['Datums: 09.11.2022 08:02'],11/28/2022,9300,0.93,1,ha.,Bumbierītes
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ventspils-and-reg/ventspils/hpgmj.html,Ventspils un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 19.11.2022 18:28'],11/28/2022,9000,15,600,m²,Talsu 118
https://www.ss.com/msg/lv/real-estate/plots-and-lands/limbadzi-and-reg/limbazi/cenpm.html,Limbaži un raj.,Zeme privātmājas būvēšanai,66010140062,['Datums: 03.11.2022 14:35'],11/28/2022,9000,8.63,1043,m²,Sārmes 5a
https://www.ss.com/msg/lv/real-estate/plots-and-lands/madona-and-reg/erglu-pag/deecx.html,Madona un raj.,Zeme privātmājas būvēšanai,70540080331,['Datums: 25.11.2022 13:09'],11/28/2022,9000,5.33,1690,m²,Ratakalna iela 1
https://www.ss.com/msg/lv/real-estate/plots-and-lands/cesis-and-reg/priekulu-pag/bpmgg.html,Cēsis un raj.,Zeme privātmājas būvēšanai,42720070798,['Datums: 28.11.2022 17:57'],11/28/2022,8900,5,1779,m²,Spāres 13
https://www.ss.com/msg/lv/real-estate/plots-and-lands/jekabpils-and-reg/krustpils-pag/hpbxn.html,Jēkabpils un raj.,Zeme privātmājas būvēšanai,56680060051,['Datums: 25.10.2022 22:23'],11/28/2022,8900,1.78,5000,m²,Pīlādzīši 2
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ogre-and-reg/jumpravas-pag/aimib.html,Ogre un raj.,Zeme privātmājas būvēšanai,74480050012,['Datums: 24.11.2022 13:35'],11/28/2022,8850,1.77,5000,m²,Pulkveži
https://www.ss.com/msg/lv/real-estate/plots-and-lands/daugavpils-and-reg/demenes-pag/hijed.html,Daugavpils un raj.,Zeme privātmājas būvēšanai,44660010022,['Datums: 12.11.2022 08:40'],11/28/2022,8800,0.55,1.6,ha.,Kumbuļi
https://www.ss.com/msg/lv/real-estate/plots-and-lands/daugavpils-and-reg/tabores-pag/amehj.html,Daugavpils un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 26.11.2022 13:56'],11/28/2022,8800,0.4,22000,m²,Tabore
https://www.ss.com/msg/lv/real-estate/plots-and-lands/valka-and-reg/launkalnes-pag/gemff.html,Valka un raj.,"Vasarnīcas zemes gabals, dārzs",94700030341,['Datums: 23.10.2022 21:39'],11/28/2022,8616,12,718,m²,Saltupi 88
https://www.ss.com/msg/lv/real-estate/plots-and-lands/kraslava-and-reg/graveru-pag/fceio.html,Krāslava un raj.,Lauksaimniecības zeme,NA,['Datums: 23.11.2022 10:10'],11/28/2022,8500,0.28,3,ha.,Sakova 1
https://www.ss.com/msg/lv/real-estate/plots-and-lands/valka-and-reg/launkalnes-pag/bccfil.html,Valka un raj.,"Vasarnīcas zemes gabals, dārzs",94700030334,['Datums: 31.10.2022 21:54'],11/28/2022,8148,12,679,m²,Saltupi 89
https://www.ss.com/msg/lv/real-estate/plots-and-lands/liepaja-and-reg/medzes-pag/glfmp.html,Liepāja un raj.,"Vasarnīcas zemes gabals, dārzs",NA,['Datums: 28.11.2022 19:23'],11/28/2022,8000,13.33,600,m²,Šķēde 2-30-26
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ventspils-and-reg/ventspils/cnfgl.html,Ventspils un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 22.11.2022 20:27'],11/28/2022,8000,6.67,1200,m²,Kurzemes 7
https://www.ss.com/msg/lv/real-estate/plots-and-lands/madona-and-reg/madona/gxlhj.html,Madona un raj.,Komerciāla apbūve,70440040061,['Datums: 15.11.2022 11:48'],11/28/2022,8000,0.8,1,ha.,Varakļāņu šos. p84
https://www.ss.com/msg/lv/real-estate/plots-and-lands/rezekne-and-reg/veremu-pag/cglgl.html,Rēzekne un raj.,Zemes gabals ciemata,78960010210,['Datums: 03.11.2022 21:54'],11/28/2022,8000,0.4,2,ha.,Tūmužu
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ogre-and-reg/ogre/cioci.html,Ogre un raj.,Zeme privātmājas būvēšanai,74800020604,['Datums: 22.11.2022 15:35'],11/28/2022,7800,13,600,m²,Kooperators 73
https://www.ss.com/msg/lv/real-estate/plots-and-lands/valmiera-and-reg/valmieras-pag/fghnx.html,Valmiera un raj.,Zeme privātmājas būvēšanai,96900100065,['Datums: 06.11.2022 20:06'],11/28/2022,7500,12.12,619,m²,Ziedonis
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ventspils-and-reg/piltenes-l-t/gmnkj.html,Ventspils un raj.,"Vasarnīcas zemes gabals, dārzs",NA,['Datums: 16.11.2022 11:37'],11/28/2022,7500,1.07,7028,m²,Ventas salas 8
https://www.ss.com/msg/lv/real-estate/plots-and-lands/talsi-and-reg/laidzes-pag/acgex.html,Talsi un raj.,Zeme privātmājas būvēšanai,88680070119,['Datums: 22.11.2022 15:22'],11/28/2022,7500,0.75,10000,m²,Ventiņi 1
https://www.ss.com/msg/lv/real-estate/plots-and-lands/aluksne-and-reg/malupes-pag/bobmm.html,Alūksne un raj.,Lauksaimniecības zeme,36740070021,['Datums: 25.11.2022 16:48'],11/28/2022,7500,0.38,2,ha.,Naudaskalns
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ogre-and-reg/ogre/afcnm.html,Ogre un raj.,Zeme privātmājas būvēšanai,74800020599,['Datums: 22.11.2022 15:27'],11/28/2022,7400,10.57,700,m²,Kooperators 68
https://www.ss.com/msg/lv/real-estate/plots-and-lands/balvi-and-reg/balvi/amcnm.html,Balvi un raj.,"Vasarnīcas zemes gabals, dārzs",38460030158,['Datums: 06.11.2022 12:09'],11/28/2022,7300,4.98,1467,m²,Atpūtas
https://www.ss.com/msg/lv/real-estate/plots-and-lands/madona-and-reg/madona/fbhop.html,Madona un raj.,Zeme privātmājas būvēšanai,70010011879,['Datums: 23.10.2022 13:49'],11/28/2022,7200,6,1200,m²,Dumpu iela 30
https://www.ss.com/msg/lv/real-estate/plots-and-lands/kuldiga-and-reg/pelcu-pag/aknxe.html,Kuldīga un raj.,"Vasarnīcas zemes gabals, dārzs",62740010319,['Datums: 28.11.2022 18:44'],11/28/2022,7000,8.72,803,m²,Dīķu iela 16
https://www.ss.com/msg/lv/real-estate/plots-and-lands/madona-and-reg/cesvaine/fmejm.html,Madona un raj.,Zeme privātmājas būvēšanai,7007-004-0025,['Datums: 05.11.2022 17:16'],11/28/2022,7000,7.4,946,m²,Parka iela 16
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ventspils-and-reg/ventspils/akxdi.html,Ventspils un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 19.11.2022 20:01'],11/28/2022,7000,7,1000,m²,Skrundas iela 62a
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ludza-and-reg/ludza/ccnhx.html,Ludza un raj.,Zeme privātmājas būvēšanai,68010040182,['Datums: 03.11.2022 19:55'],11/28/2022,7000,6.51,1076,m²,Parku 24a
https://www.ss.com/msg/lv/real-estate/plots-and-lands/dobele-and-reg/auru-pag/hnkdd.html,Dobele un raj.,Lauksaimniecības zeme,46460080310,['Datums: 21.11.2022 22:07'],11/28/2022,7000,2.5,2800,m²,Skolas iela
https://www.ss.com/msg/lv/real-estate/plots-and-lands/valmiera-and-reg/rujiena/bpdmdx.html,Valmiera un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 10.11.2022 01:27'],11/28/2022,7000,1.45,4839,m²,Valmieras 6a
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ventspils-and-reg/ventspils/bplid.html,Ventspils un raj.,Lauksaimniecības zeme,27000200321,['Datums: 21.11.2022 11:25'],11/28/2022,7000,1.07,6543,m²,Packules iela 18a
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ventspils-and-reg/ventspils/idndg.html,Ventspils un raj.,Zeme privātmājas būvēšanai,27000251708,['Datums: 20.11.2022 20:36'],11/28/2022,6900,4.67,1479,m²,Embūtes 15
https://www.ss.com/msg/lv/real-estate/plots-and-lands/madona-and-reg/laudonas-pag/mkmlc.html,Madona un raj.,Zeme privātmājas būvēšanai,70700070024,['Datums: 16.10.2022 22:03'],11/28/2022,6900,1.73,4000,m²,Brīvības iela 30
https://www.ss.com/msg/lv/real-estate/plots-and-lands/talsi-and-reg/valdgales-pag/bomjef.html,Talsi un raj.,Zeme privātmājas būvēšanai,88920050036,['Datums: 15.11.2022 21:29'],11/28/2022,6700,1.68,4000,m²,Bozes
https://www.ss.com/msg/lv/real-estate/plots-and-lands/rezekne-and-reg/rezekne/akbjd.html,Rēzekne un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 19.11.2022 14:59'],11/28/2022,6600,11,600,m²,A. Upīša 120
https://www.ss.com/msg/lv/real-estate/plots-and-lands/valmiera-and-reg/rujiena/bmbjed.html,Valmiera un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 10.11.2022 01:23'],11/28/2022,6500,3.46,1876,m²,Janu 17a 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/aluksne-and-reg/alsviku-pag/gopkp.html,Alūksne un raj.,Lauksaimniecības zeme,NA,['Datums: 25.10.2022 11:48'],11/28/2022,6500,0.65,1,ha.,1
https://www.ss.com/msg/lv/real-estate/plots-and-lands/valmiera-and-reg/rujiena/cfldx.html,Valmiera un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 10.11.2022 01:16'],11/28/2022,6000,3.25,1845,m²,Aspazijas 29
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ludza-and-reg/karsava/lblid.html,Ludza un raj.,Cits,NA,['Datums: 29.10.2022 10:58'],11/28/2022,6000,2.96,2026,m²,Alejas 78
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ludza-and-reg/brigu-pag/pdbnh.html,Ludza un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 17.11.2022 16:18'],11/28/2022,6000,0.78,7700,m²,Līvānu iela 23 23
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ventspils-and-reg/ventspils/djhdc.html,Ventspils un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 25.11.2022 15:39'],11/28/2022,5900,5.85,1009,m²,Ozolu iela 40
https://www.ss.com/msg/lv/real-estate/plots-and-lands/daugavpils-and-reg/naujenes-pag/aibcf.html,Daugavpils un raj.,"Vasarnīcas zemes gabals, dārzs",NA,['Datums: 14.11.2022 14:14'],11/28/2022,5800,8.29,700,m²,Vasarnīcas xx
https://www.ss.com/msg/lv/real-estate/plots-and-lands/valmiera-and-reg/valmieras-pag/encgm.html,Valmiera un raj.,Zeme privātmājas būvēšanai,96900010073,['Datums: 06.11.2022 18:04'],11/28/2022,5800,8.13,713,m²,Priedes
https://www.ss.com/msg/lv/real-estate/plots-and-lands/balvi-and-reg/balvu-pag/hbnhj.html,Balvi un raj.,"Vasarnīcas zemes gabals, dārzs",38580060403,['Datums: 05.11.2022 15:21'],11/28/2022,5000,7.44,672,m²,Kubuli 1-28
https://www.ss.com/msg/lv/real-estate/plots-and-lands/bauska-and-reg/svitenes-pag/gbmmf.html,Bauska un raj.,"Vasarnīcas zemes gabals, dārzs",NA,['Datums: 05.11.2022 18:50'],11/28/2022,5000,3.57,0.14,ha.,Centra iela
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ludza-and-reg/zilupe/ffbgn.html,Ludza un raj.,Zeme privātmājas būvēšanai,68170020098,['Datums: 08.11.2022 18:51'],11/28/2022,5000,1.87,2679,m²,Meža iela 14
https://www.ss.com/msg/lv/real-estate/plots-and-lands/kraslava-and-reg/kombulu-pag/ohobg.html,Krāslava un raj.,Zeme privātmājas būvēšanai,60740040435,['Datums: 18.10.2022 11:38'],11/28/2022,5000,1.68,2970,m²,Dārza 2
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ventspils-and-reg/targales-pag/bgfce.html,Ventspils un raj.,Lauksaimniecības zeme,NA,['Datums: 21.11.2022 11:28'],11/28/2022,4900,0.82,6000,m²,Mārsili
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ventspils-and-reg/ventspils/hegkh.html,Ventspils un raj.,Zeme privātmājas būvēšanai,27000260635,['Datums: 14.11.2022 10:53'],11/28/2022,4550,5.02,906,m²,G. F. Stendera 2
https://www.ss.com/msg/lv/real-estate/plots-and-lands/aizkraukle-and-reg/plavinas/aijil.html,Aizkraukle un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 15.11.2022 21:21'],11/28/2022,4500,6.99,644,m²,Lielā iela 33
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ludza-and-reg/karsava/enejg.html,Ludza un raj.,Zeme privātmājas būvēšanai,68090030042,['Datums: 27.11.2022 11:35'],11/28/2022,4500,0.56,8003,m²,Šosejas 17
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ludza-and-reg/zilupe/bfoig.html,Ludza un raj.,Komerciāla apbūve,68170030315,['Datums: 08.11.2022 18:52'],11/28/2022,4000,2.54,1576,m²,Stacijas iela 1b
https://www.ss.com/msg/lv/real-estate/plots-and-lands/valka-and-reg/seda/nilln.html,Valka un raj.,Zeme privātmājas būvēšanai,9413 001 0211,['Datums: 18.11.2022 10:30'],11/28/2022,3500,1.53,2293,m²,Meža 2
https://www.ss.com/msg/lv/real-estate/plots-and-lands/valmiera-and-reg/rujiena/bnijc.html,Valmiera un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 07.11.2022 12:57'],11/28/2022,3500,0.31,11437,m²,Cēsu
https://www.ss.com/msg/lv/real-estate/plots-and-lands/dobele-and-reg/krimunu-pag/hnnfb.html,Dobele un raj.,"Vasarnīcas zemes gabals, dārzs",46720090400,['Datums: 18.11.2022 11:26'],11/28/2022,3290,5.48,0.06,ha.,Pokaiņu dārzu rajons 400
https://www.ss.com/msg/lv/real-estate/plots-and-lands/daugavpils-and-reg/liksnas-pag/obini.html,Daugavpils un raj.,Lauksaimniecības zeme,44680050594,['Datums: 26.11.2022 12:17'],11/28/2022,3185,0.32,1,ha.,Liksna
https://www.ss.com/msg/lv/real-estate/plots-and-lands/valmiera-and-reg/brengulu-pag/fxofe.html,Valmiera un raj.,"Vasarnīcas zemes gabals, dārzs",NA,['Datums: 22.11.2022 11:57'],11/28/2022,3000,5.48,547,m²,Gaujaslāči 21
https://www.ss.com/msg/lv/real-estate/plots-and-lands/kraslava-and-reg/graveru-pag/blxlh.html,Krāslava un raj.,Zeme privātmājas būvēšanai,60580050206,['Datums: 24.10.2022 10:00'],11/28/2022,3000,0.44,0.68,ha.,Jaunjumis
https://www.ss.com/msg/lv/real-estate/plots-and-lands/preili-and-reg/livani/jbghl.html,Preiļi un raj.,"Vasarnīcas zemes gabals, dārzs",NA,['Datums: 25.11.2022 13:31'],11/28/2022,2846,8.3,343,m²,Vecbaznīcas 13
https://www.ss.com/msg/lv/real-estate/plots-and-lands/gulbene-and-reg/belavas-pag/dcfkj.html,Gulbene un raj.,"Vasarnīcas zemes gabals, dārzs",50440140199,['Datums: 21.11.2022 13:50'],11/28/2022,2700,4.35,620,m²,Spārīte 37
https://www.ss.com/msg/lv/real-estate/plots-and-lands/riga/centre/emkon.html,Rīga,Daudzstāvu būve,1000120030,['Datums: 07.11.2022 12:28'],11/28/2022,2600,2.53,1029,m²,Katrīnas d. 17
https://www.ss.com/msg/lv/real-estate/plots-and-lands/aizkraukle-and-reg/serenes-pag/ghxdm.html,Aizkraukle un raj.,"Vasarnīcas zemes gabals, dārzs",NA,['Datums: 04.10.2022 13:34'],11/28/2022,2000,2,1000,m²,Strazdu
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ventspils-and-reg/piltenes-l-t/blpce.html,Ventspils un raj.,Zeme privātmājas būvēšanai,98330030109,['Datums: 22.11.2022 07:35'],11/28/2022,2000,0.77,0.26,ha.,Ventas salas 71
https://www.ss.com/msg/lv/real-estate/plots-and-lands/preili-and-reg/rusonas-pag/hnggo.html,Preiļi un raj.,Lauksaimniecības zeme,76700120260,['Datums: 05.11.2022 05:50'],11/28/2022,2000,0.64,3116,m²,Caunītes
https://www.ss.com/msg/lv/real-estate/plots-and-lands/saldus-and-reg/novadnieku-pag/djefj.html,Saldus un raj.,Lauksaimniecības zeme,NA,['Datums: 17.11.2022 20:50'],11/28/2022,1800,4.5,0.04,ha.,Dārzs 59
https://www.ss.com/msg/lv/real-estate/plots-and-lands/balvi-and-reg/other/cbjjxx.html,Balvi un raj.,Lauksaimniecības zeme,NA,['Datums: 26.11.2022 20:41'],11/28/2022,1300,0.13,1,ha.,Purva
https://www.ss.com/msg/lv/real-estate/plots-and-lands/dobele-and-reg/zebrenes-pag/ahhfl.html,Dobele un raj.,"Vasarnīcas zemes gabals, dārzs",46980040232,['Datums: 26.11.2022 13:27'],11/28/2022,900,0.27,0.33,ha.,Vīgrieži
